SaleID,Date,ProductID,CustomerID,Region,Quantity,Price
1123,08-05-2025,P109,C0036,North,8,346.5
1124,27-09-2024,P116,C0023,West,10,233.82
1125,01-07-2025,P107,C4311,West,10,199.94
1126,07-02-2025,P131,C1253,East,1,189.33
1127,01-04-2025,P120,C4021,East,2,369.87
1128,15-07-2025,P121,C1848,North,4,266.97
1129,01-07-2025,P140,C2587,West,2,55.73
1130,25-03-2025,P132,C4016,West,4,339.06
1131,10-11-2024,P105,C4066,East,1,151.59
1132,27-03-2025,P106,C4716,South,1,115.98
1133,15-06-2025,P122,C4783,North,10,139.22
1134,23-03-2025,P131,C1585,South,8,68.14
1135,13-03-2025,P120,C1507,East,5,173.78
1136,13-02-2025,P129,C2348,North,5,272.02
1137,08-05-2025,P102,C3637,West,3,398.51
1138,10-07-2025,P121,C0539,North,8,236.09
1139,16-03-2025,P105,C4984,North,8,333.44
1140,27-03-2025,P145,C4566,East,2,267.49
1141,05-11-2024,P116,C1364,East,2,170.59
1142,23-05-2025,P125,C1578,East,1,322.26
1143,21-11-2024,P105,C4574,East,9,50.66
1144,31-01-2025,P123,C4462,North,2,194.43
1145,30-12-2024,P129,C2135,East,10,226.58
1146,23-02-2025,P124,C2039,North,7,71.1
1147,05-03-2025,P132,C3874,North,1,178.28
1148,02-11-2024,P138,C2014,North,5,193.52
1149,19-07-2025,P120,C0961,East,1,497.51
1150,29-06-2025,P116,C4950,South,3,86.65
1151,14-02-2025,P135,C0198,South,10,222.18
1152,04-01-2025,P150,C1314,North,4,281.18
1153,25-05-2025,P135,C4544,West,5,332.75
1154,12-09-2025,P145,C0173,West,9,293.22
1155,15-01-2025,P110,C3210,East,3,323.64
1156,23-12-2024,P122,C0742,West,5,361.42
1157,02-11-2024,P146,C4918,South,4,375.07
1158,22-10-2024,P122,C3421,South,4,74.97
1159,29-10-2024,P113,C4956,West,5,168.64
1160,15-10-2024,P102,C4122,North,7,269.32
1161,25-04-2025,P133,C4958,West,1,318.46
1162,12-12-2024,P103,C0963,North,9,427.59
1163,25-09-2025,P145,C2312,South,2,91.34
1164,17-11-2024,P144,C1190,West,7,95.12
1165,22-07-2025,P122,C4401,East,9,202.33
1166,24-07-2025,P104,C2810,South,7,158.44
1167,24-08-2025,P143,C0978,North,10,345.29
1168,12-05-2025,P103,C2419,West,3,116.03
1169,25-04-2025,P121,C1851,West,1,264.22
1170,03-12-2024,P118,C2977,East,5,266.11
1171,25-03-2025,P145,C0465,South,4,85.97
1172,14-01-2025,P149,C0521,East,7,385.65
1173,22-08-2025,P140,C4689,East,4,309.46
1174,09-07-2025,P127,C3981,West,7,109.52
1175,09-12-2024,P127,C1473,South,6,366.41
1176,03-01-2025,P137,C3080,North,6,154.44
1177,27-07-2025,P101,C1130,West,2,382.94
1178,01-09-2025,P120,C0135,South,6,268.77
1179,15-04-2025,P136,C3674,North,4,458.08
1180,15-01-2025,P134,C3288,North,6,467.66
1181,10-11-2024,P104,C3223,South,1,228.3
1182,29-04-2025,P116,C3556,North,6,69.81
1183,28-06-2025,P147,C4350,North,7,169.69
1184,26-08-2025,P101,C4465,North,1,436.81
1185,15-08-2025,P138,C0359,North,3,76.42
1186,30-01-2025,P148,C1944,North,3,214.18
1187,28-02-2025,P102,C4984,East,6,121.14
1188,02-07-2025,P113,C3769,East,10,260.37
1189,15-02-2025,P139,C3004,South,2,308.52
1190,02-06-2025,P112,C3215,North,1,330.48
1191,28-02-2025,P135,C3526,North,3,438.37
1192,22-02-2025,P130,C2858,West,5,347.71
1193,19-01-2025,P117,C2240,South,1,193.56
1194,28-12-2024,P148,C4562,East,5,466.58
1195,05-02-2025,P115,C4210,North,2,300.85
1196,14-05-2025,P141,C4597,North,9,317.86
1197,09-01-2025,P123,C2871,South,5,448.84
1198,05-11-2024,P119,C2705,West,7,120.61
1199,09-11-2024,P111,C4892,East,3,105.51
1200,01-02-2025,P140,C4056,North,6,364.74
1201,06-04-2025,P125,C0099,South,7,96.15
1202,19-06-2025,P127,C1144,East,9,240.38
1203,03-10-2024,P129,C0086,East,8,438.66
1204,06-04-2025,P110,C3454,West,1,108.99
1205,16-12-2024,P123,C0516,East,9,214.32
1206,05-02-2025,P105,C3068,South,1,80.53
1207,29-06-2025,P115,C0739,West,8,414.03
1208,09-09-2025,P121,C3468,North,6,286.95
1209,28-12-2024,P137,C0507,East,3,130.66
1210,30-09-2024,P120,C0615,South,4,315.83
1211,16-07-2025,P120,C3624,East,1,369.34
1212,25-10-2024,P117,C2994,South,2,356
1213,18-05-2025,P121,C3831,North,6,375.21
1214,02-02-2025,P108,C4692,North,9,336.75
1215,03-03-2025,P135,C3260,West,5,431.43
1216,25-04-2025,P126,C4758,South,7,198.54
1217,28-02-2025,P108,C4537,South,4,446.5
1218,28-10-2024,P146,C4975,West,5,332.24
1219,06-03-2025,P136,C3769,West,9,479.68
1220,14-12-2024,P124,C3840,North,3,486.76
1221,21-07-2025,P148,C3918,West,2,293.93
1222,28-08-2025,P116,C0049,North,10,133.52
1223,09-03-2025,P102,C4944,East,7,269.99
1224,06-02-2025,P114,C1554,South,10,364.37
1225,25-04-2025,P114,C1092,South,10,499.23
1226,19-05-2025,P126,C2369,East,1,133.72
1227,25-07-2025,P136,C1093,East,4,393.39
1228,19-07-2025,P126,C3770,West,10,436.76
1229,17-09-2025,P142,C1531,East,3,247.68
1230,13-03-2025,P116,C1307,South,9,440.36
1231,19-06-2025,P142,C1153,North,3,157.23
1232,20-08-2025,P112,C0178,North,5,359.93
1233,28-07-2025,P101,C0535,West,10,135
1234,07-09-2025,P149,C1436,East,5,112.24
1235,28-07-2025,P120,C4053,North,10,315.95
1236,05-05-2025,P110,C4982,North,8,199.13
1237,25-01-2025,P121,C0689,East,5,360.52
1238,13-10-2024,P109,C3187,North,8,195.62
1239,28-06-2025,P137,C4992,North,4,298
1240,24-03-2025,P115,C1019,North,1,372.48
1241,08-01-2025,P126,C2330,South,4,353.05
1242,07-06-2025,P112,C3544,South,3,271.74
1243,30-09-2024,P130,C3825,South,4,472.66
1244,30-03-2025,P127,C4148,North,7,230.81
1245,11-10-2024,P120,C3917,North,8,51.55
1246,23-12-2024,P136,C2962,North,4,220.3
1247,23-10-2024,P103,C2745,East,3,330.76
1248,27-06-2025,P120,C1109,East,2,377.57
1249,06-12-2024,P103,C3875,East,1,109.52
1250,22-06-2025,P132,C2214,North,7,262.96
1251,05-01-2025,P149,C3006,South,7,254.05
1252,01-09-2025,P109,C3042,North,7,423.68
1253,04-10-2024,P101,C0328,South,7,135.91
1254,19-07-2025,P133,C2924,West,5,475.64
1255,30-06-2025,P147,C0582,East,10,251.52
1256,11-09-2025,P121,C4875,West,10,143.99
1257,29-01-2025,P134,C1783,West,10,427.39
1258,29-04-2025,P146,C2276,North,5,319.43
1259,06-12-2024,P146,C4146,West,1,315.17
1260,04-05-2025,P140,C2581,East,1,440.05
1261,23-11-2024,P139,C1701,South,7,398.78
1262,27-09-2024,P128,C2430,South,3,109.3
1263,21-02-2025,P115,C4838,East,7,95.64
1264,04-11-2024,P107,C1286,North,2,198.29
1265,22-02-2025,P119,C4608,East,4,163.17
1266,30-12-2024,P101,C0600,South,8,246.62
1267,16-12-2024,P145,C1339,South,4,417.48
1268,21-03-2025,P134,C2492,West,5,127.68
1269,30-11-2024,P141,C1324,East,7,371.81
1270,27-12-2024,P148,C4129,West,2,431.26
1271,12-06-2025,P150,C4106,South,3,142.26
1272,10-02-2025,P134,C4474,West,1,198.42
1273,23-12-2024,P135,C2377,North,7,284.97
1274,12-01-2025,P125,C0632,South,5,308.99
1275,25-08-2025,P124,C3284,East,8,386.42
1276,24-05-2025,P137,C4911,East,7,61.03
1277,18-04-2025,P144,C2659,West,8,330.59
1278,07-12-2024,P137,C3169,South,9,158.65
1279,05-06-2025,P101,C3644,South,4,227.74
1280,29-08-2025,P108,C0416,North,10,446.03
1281,15-04-2025,P127,C0686,West,7,109.58
1282,13-03-2025,P107,C3430,East,6,455.39
1283,13-10-2024,P147,C3684,West,5,198.74
1284,19-10-2024,P143,C4283,West,6,197.5
1285,21-06-2025,P149,C2937,West,6,94.94
1286,03-06-2025,P112,C2088,West,7,173.57
1287,17-12-2024,P101,C0429,West,9,250.88
1288,25-02-2025,P134,C3400,South,5,357.48
1289,04-03-2025,P123,C0585,West,7,208.81
1290,11-01-2025,P121,C0873,South,3,451.3
1291,20-10-2024,P120,C2131,North,9,314.93
1292,07-08-2025,P131,C2426,North,3,410.75
1293,28-05-2025,P113,C1652,West,9,499.15
1294,22-12-2024,P102,C4199,South,6,419.26
1295,22-10-2024,P103,C0521,West,1,481.25
1296,20-06-2025,P127,C1590,North,10,184.23
1297,29-11-2024,P118,C1261,South,9,339.34
1298,25-12-2024,P104,C1421,North,6,379.09
1299,16-03-2025,P135,C4381,South,1,492.4
1300,26-09-2025,P150,C2278,North,4,171.1
1301,26-09-2024,P138,C0100,West,2,420.65
1302,06-08-2025,P131,C4886,West,10,444.94
1303,11-08-2025,P109,C2235,East,3,299.86
1304,22-11-2024,P108,C1719,East,7,324.23
1305,31-01-2025,P134,C0108,East,6,461.47
1306,24-03-2025,P130,C1677,East,7,388.31
1307,11-12-2024,P132,C2451,North,10,194.84
1308,05-02-2025,P141,C1825,East,1,449.72
1309,15-03-2025,P138,C4494,North,3,346.04
1310,17-10-2024,P128,C0009,South,10,162.94
1311,23-02-2025,P110,C0363,South,2,209.2
1312,29-12-2024,P134,C4920,South,6,284.26
1313,09-10-2024,P140,C0144,West,4,429.97
1314,27-06-2025,P110,C0335,South,2,303.58
1315,27-07-2025,P129,C3767,West,5,289.67
1316,31-08-2025,P130,C2971,East,2,345.34
1317,07-04-2025,P105,C4207,West,5,497.04
1318,08-06-2025,P144,C4282,South,4,51.66
1319,11-06-2025,P134,C1058,East,9,443.21
1320,16-06-2025,P145,C4214,East,2,306.75
1321,14-05-2025,P111,C2005,South,3,486.98
1322,17-07-2025,P128,C0256,East,9,219.53
1323,28-03-2025,P140,C2294,South,8,239
1324,19-09-2025,P131,C2397,South,2,432.19
1325,20-06-2025,P129,C1577,North,7,231.28
1326,09-10-2024,P138,C1751,North,6,91.52
1327,23-05-2025,P134,C0740,West,9,275.29
1328,15-02-2025,P119,C1202,West,6,419.77
1329,23-12-2024,P137,C2560,West,10,296.94
1330,10-03-2025,P102,C3444,South,4,110.08
1331,05-10-2024,P147,C1184,South,8,103.57
1332,23-12-2024,P140,C4118,North,3,447.76
1333,17-01-2025,P115,C3863,North,1,368.79
1334,14-12-2024,P149,C3510,East,5,442.81
1335,01-08-2025,P146,C4442,West,1,351.99
1336,10-11-2024,P136,C2299,West,8,311.42
1337,23-12-2024,P146,C2126,North,8,239.32
1338,08-09-2025,P121,C2572,South,10,286.17
1339,06-06-2025,P135,C4431,North,8,387.03
1340,27-12-2024,P130,C4213,North,6,312.43
1341,05-08-2025,P121,C4048,North,9,311.46
1342,07-04-2025,P124,C4178,West,3,232.24
1343,11-01-2025,P136,C1722,East,9,280.28
1344,10-11-2024,P127,C1683,North,3,481.77
1345,17-05-2025,P144,C3924,West,2,117.92
1346,09-03-2025,P138,C3270,North,3,101.53
1347,03-12-2024,P141,C4937,North,6,382.2
1348,19-01-2025,P136,C4480,North,3,467.78
1349,12-10-2024,P142,C4424,West,2,279.83
1350,28-11-2024,P109,C0218,West,1,461.93
1351,25-08-2025,P125,C4883,North,2,71.18
1352,14-04-2025,P138,C1081,South,8,400.7
1353,13-08-2025,P138,C4546,South,7,298.98
1354,22-05-2025,P115,C1835,East,9,348.24
1355,21-12-2024,P128,C2489,West,1,159.17
1356,12-08-2025,P121,C0363,West,8,197.56
1357,26-12-2024,P133,C3390,South,4,202.24
1358,17-12-2024,P145,C3655,North,8,249.02
1359,16-07-2025,P148,C0832,South,4,95.07
1360,04-11-2024,P122,C2788,North,6,247.99
1361,30-07-2025,P103,C2929,South,2,286.16
1362,27-06-2025,P140,C4944,South,9,173.23
1363,25-01-2025,P118,C2158,North,5,215.44
1364,08-01-2025,P133,C4403,South,2,487.34
1365,27-10-2024,P120,C0524,East,8,477.94
1366,14-08-2025,P142,C0839,South,4,490
1367,19-01-2025,P121,C0404,South,7,291.09
1368,16-12-2024,P129,C0933,East,7,418.61
1369,09-04-2025,P150,C4374,North,1,312.25
1370,13-10-2024,P129,C3690,West,9,74.05
1371,29-01-2025,P110,C1902,East,5,210.72
1372,27-01-2025,P133,C2392,East,7,489.35
1373,15-12-2024,P137,C2404,North,4,418.73
1374,12-02-2025,P128,C3501,East,1,79.88
1375,10-07-2025,P114,C1104,East,8,148.38
1376,21-04-2025,P132,C4146,South,2,209.78
1377,16-11-2024,P132,C2999,West,3,320.64
1378,10-11-2024,P146,C1207,West,4,97.01
1379,30-04-2025,P126,C4584,South,1,111.52
1380,29-11-2024,P106,C2716,East,5,339.14
1381,13-01-2025,P115,C1857,South,5,90.71
1382,26-11-2024,P148,C3055,North,9,206.13
1383,12-10-2024,P148,C2084,South,10,244.79
1384,29-06-2025,P125,C0197,West,4,184.95
1385,02-01-2025,P125,C3858,East,7,129.51
1386,02-05-2025,P108,C2830,East,9,177.55
1387,25-09-2025,P106,C3990,East,10,101.71
1388,25-01-2025,P105,C3621,North,6,55.91
1389,06-05-2025,P111,C1357,North,9,348.98
1390,08-10-2024,P126,C4625,North,5,451.06
1391,23-10-2024,P107,C1868,East,5,350.44
1392,25-09-2025,P125,C0480,East,9,141.53
1393,11-03-2025,P132,C3685,East,1,381.17
1394,05-02-2025,P109,C4846,South,9,232.28
1395,18-08-2025,P143,C1978,South,1,415.36
1396,19-10-2024,P128,C2850,North,10,376.7
1397,28-07-2025,P138,C3150,South,2,301.02
1398,13-08-2025,P113,C3405,West,8,256.86
1399,07-08-2025,P139,C3093,West,7,245.98
1400,09-03-2025,P105,C0013,South,6,385.97
1401,02-08-2025,P116,C2277,South,1,110.49
1402,21-01-2025,P109,C1095,South,5,326.17
1403,18-01-2025,P135,C0325,North,4,376.34
1404,20-04-2025,P128,C4537,South,7,269.7
1405,24-08-2025,P140,C0133,North,8,438.91
1406,10-07-2025,P140,C0592,East,3,336.05
1407,05-11-2024,P118,C3307,North,5,182.19
1408,22-06-2025,P140,C1346,South,4,399.59
1409,01-03-2025,P123,C0514,West,5,433.16
1410,08-01-2025,P124,C3558,East,3,440.85
1411,13-08-2025,P125,C0431,North,9,222.68
1412,21-12-2024,P132,C1051,West,4,79.92
1413,14-10-2024,P138,C2923,West,10,335.17
1414,05-12-2024,P123,C4774,South,3,268.69
1415,23-03-2025,P129,C3078,East,2,184.38
1416,21-06-2025,P103,C0216,South,9,195.52
1417,15-01-2025,P112,C2741,East,2,377.87
1418,12-01-2025,P114,C2221,East,5,443.75
1419,25-12-2024,P126,C3942,South,3,290.05
1420,04-12-2024,P135,C1874,North,5,260.97
1421,19-09-2025,P116,C1913,North,5,466.32
1422,21-01-2025,P118,C3097,North,6,358.99
1423,07-04-2025,P119,C4754,South,3,210.92
1424,02-05-2025,P108,C2136,West,9,282.68
1425,07-01-2025,P138,C2596,South,2,110.31
1426,21-02-2025,P145,C0067,East,1,312.42
1427,26-08-2025,P119,C1998,West,8,342.78
1428,08-11-2024,P128,C0777,South,1,364.26
1429,23-12-2024,P124,C4113,North,1,94.96
1430,21-05-2025,P145,C4391,West,4,88.6
1431,30-09-2024,P114,C4771,North,6,91.44
1432,23-07-2025,P105,C2050,South,7,266.62
1433,17-07-2025,P127,C1400,North,1,268.65
1434,22-07-2025,P136,C0636,West,2,70.4
1435,03-08-2025,P143,C3321,East,7,185.54
1436,05-10-2024,P122,C3721,North,7,339.04
1437,21-11-2024,P142,C0019,South,7,419.89
1438,16-02-2025,P143,C1622,South,2,217.53
1439,24-07-2025,P117,C1469,South,1,231.91
1440,09-12-2024,P104,C1513,South,1,133.26
1441,17-06-2025,P133,C3537,East,6,459.48
1442,03-10-2024,P102,C2675,South,3,179.74
1443,16-10-2024,P107,C0786,East,3,62.29
1444,01-04-2025,P127,C3936,North,2,191.77
1445,24-08-2025,P117,C2620,South,1,92.95
1446,10-01-2025,P126,C3477,South,4,431.96
1447,08-06-2025,P134,C1153,South,3,433.8
1448,31-03-2025,P118,C0307,North,6,154.45
1449,03-08-2025,P138,C1069,South,3,71.24
1450,11-09-2025,P125,C1146,North,2,482.4
1451,26-08-2025,P148,C0380,North,2,391.17
1452,23-11-2024,P117,C4377,East,4,150.63
1453,06-01-2025,P107,C1577,South,3,213.63
1454,23-05-2025,P134,C3104,North,4,121.25
1455,02-02-2025,P147,C4897,East,6,424.58
1456,27-11-2024,P127,C2321,East,3,147.46
1457,18-03-2025,P112,C4101,West,5,397.63
1458,10-07-2025,P120,C4993,West,7,406.87
1459,24-07-2025,P112,C2161,West,7,137
1460,18-02-2025,P112,C0447,East,4,246.77
1461,15-03-2025,P130,C3880,South,5,347.84
1462,02-12-2024,P136,C2954,South,10,262.35
1463,29-06-2025,P115,C2919,West,2,200.57
1464,17-07-2025,P112,C3143,West,6,416.33
1465,26-05-2025,P137,C0544,East,8,393.81
1466,01-07-2025,P125,C1292,East,4,442.55
1467,05-10-2024,P133,C0497,West,7,185.07
1468,16-06-2025,P118,C3873,East,4,162.15
1469,17-02-2025,P138,C3039,South,5,445.17
1470,07-06-2025,P150,C2219,West,7,373.86
1471,24-07-2025,P143,C1912,East,4,302.54
1472,26-12-2024,P145,C3341,South,10,298.15
1473,26-04-2025,P122,C2047,South,5,141.15
1474,02-02-2025,P146,C3181,West,10,117.83
1475,22-04-2025,P107,C2776,West,2,120.49
1476,01-12-2024,P130,C3428,South,9,469.05
1477,31-12-2024,P121,C2224,South,5,234.87
1478,19-10-2024,P122,C4098,West,4,350.94
1479,13-03-2025,P102,C3383,North,7,378.83
1480,08-02-2025,P110,C2426,West,10,337.51
1481,24-11-2024,P140,C4985,North,7,93.28
1482,16-05-2025,P115,C4097,North,2,227.14
1483,22-04-2025,P133,C1612,West,2,63.15
1484,27-11-2024,P102,C4073,South,8,108.86
1485,16-12-2024,P104,C3863,South,1,474.34
1486,23-03-2025,P118,C4394,West,8,481.52
1487,11-05-2025,P146,C0157,South,7,379.36
1488,17-01-2025,P137,C1704,North,3,490.65
1489,28-04-2025,P119,C3263,South,10,395.7
1490,06-09-2025,P150,C3622,West,3,195.49
1491,24-10-2024,P118,C1181,South,7,429.1
1492,19-12-2024,P119,C2822,West,4,462.72
1493,21-10-2024,P113,C4898,North,8,112.41
1494,20-02-2025,P138,C4823,East,1,146.85
1495,28-01-2025,P137,C2149,North,2,131.68
1496,15-04-2025,P127,C3140,East,10,257.07
1497,23-05-2025,P140,C3359,West,1,235.26
1498,08-10-2024,P136,C1837,South,6,149.3
1499,12-08-2025,P108,C0270,North,7,98.35
1500,09-07-2025,P123,C4680,North,2,230.61
1501,09-02-2025,P146,C2023,East,10,65.25
1502,01-03-2025,P149,C0667,South,4,154.23
1503,30-01-2025,P118,C1765,West,7,424.95
1504,12-06-2025,P143,C1681,East,9,407.55
1505,06-08-2025,P119,C0374,East,2,377.77
1506,28-05-2025,P105,C3557,West,10,147.43
1507,13-11-2024,P105,C2057,North,2,230.21
1508,25-03-2025,P119,C4738,North,1,71.4
1509,22-04-2025,P120,C1324,North,3,288.34
1510,04-09-2025,P127,C3417,North,7,462.19
1511,05-02-2025,P103,C0593,North,4,181.39
1512,01-11-2024,P108,C1644,East,9,452.89
1513,20-07-2025,P122,C2477,East,3,498.39
1514,07-06-2025,P114,C2616,South,2,241.46
1515,24-07-2025,P145,C3917,North,8,426.8
1516,26-02-2025,P138,C0817,South,9,221.97
1517,30-10-2024,P106,C2654,West,2,434.85
1518,14-04-2025,P106,C4060,North,4,444.61
1519,18-03-2025,P146,C0801,East,1,498.36
1520,10-11-2024,P120,C3801,North,3,486.79
1521,02-12-2024,P134,C4552,North,5,91.41
1522,06-11-2024,P109,C4372,West,5,192.7
1523,14-09-2025,P132,C0616,South,7,264.4
1524,04-08-2025,P133,C3019,West,7,182.55
1525,22-03-2025,P128,C1537,North,4,299.35
1526,02-08-2025,P106,C0308,West,5,326.6
1527,20-06-2025,P108,C3105,North,10,499.44
1528,15-04-2025,P111,C2044,South,2,206.76
1529,12-05-2025,P104,C0624,South,2,464.04
1530,09-04-2025,P114,C2716,North,7,318.57
1531,13-07-2025,P128,C1520,West,2,232.93
1532,02-03-2025,P117,C2822,East,3,499.25
1533,24-02-2025,P112,C4071,East,2,50.91
1534,27-12-2024,P141,C2977,East,8,374.3
1535,31-01-2025,P105,C3822,East,9,286.57
1536,05-04-2025,P123,C3490,West,10,177.05
1537,11-02-2025,P137,C4898,South,1,63.78
1538,20-04-2025,P107,C4841,East,7,253.14
1539,13-07-2025,P143,C3293,South,6,213.83
1540,10-10-2024,P133,C2427,South,3,251.71
1541,28-06-2025,P147,C0708,West,3,225.37
1542,18-12-2024,P109,C2963,West,6,61.65
1543,07-09-2025,P125,C0066,West,1,348.5
1544,21-07-2025,P106,C2409,East,2,427.47
1545,29-06-2025,P101,C3098,West,3,167.3
1546,22-05-2025,P145,C4194,West,2,444.63
1547,12-11-2024,P101,C3374,West,9,319.78
1548,27-06-2025,P144,C2228,North,8,111.01
1549,08-11-2024,P110,C0064,West,7,125.83
1550,08-09-2025,P133,C0912,North,6,441.58
1551,04-11-2024,P143,C1322,South,4,114.27
1552,25-03-2025,P110,C1483,South,9,119.76
1553,13-11-2024,P101,C4392,East,8,197.03
1554,11-01-2025,P110,C4310,South,6,499.97
1555,29-11-2024,P138,C4879,East,1,50.58
1556,22-05-2025,P106,C0320,East,8,322.4
1557,15-09-2025,P108,C1870,East,2,367.04
1558,02-04-2025,P116,C2843,North,6,137.41
1559,13-09-2025,P150,C3630,South,3,394.76
1560,25-02-2025,P134,C4851,South,1,406.2
1561,23-05-2025,P128,C2370,North,6,480.43
1562,26-10-2024,P136,C0336,West,9,158.12
1563,04-08-2025,P109,C4428,North,2,60.68
1564,20-07-2025,P120,C0839,East,6,159.16
1565,04-12-2024,P105,C2728,South,9,392.43
1566,03-05-2025,P107,C2152,East,8,300.05
1567,08-04-2025,P130,C2358,South,9,66.39
1568,19-02-2025,P106,C4178,South,1,223.49
1569,26-11-2024,P149,C2821,West,9,339.11
1570,08-04-2025,P102,C1863,West,9,313.33
1571,26-01-2025,P108,C1196,North,4,420.76
1572,26-09-2025,P140,C3643,East,4,419.91
1573,24-11-2024,P126,C4885,North,6,416.44
1574,24-08-2025,P136,C2648,East,8,402.91
1575,16-10-2024,P138,C4688,East,1,295.13
1576,22-02-2025,P118,C1529,North,7,321.23
1577,30-11-2024,P128,C4641,North,5,211.68
1578,27-09-2024,P110,C4259,West,1,219.77
1579,28-10-2024,P147,C0398,West,6,239.17
1580,29-12-2024,P116,C1914,West,5,217.06
1581,04-03-2025,P103,C0680,West,6,114.76
1582,18-03-2025,P127,C0764,South,7,348.75
1583,26-05-2025,P105,C2449,North,3,210.97
1584,09-12-2024,P141,C0168,East,4,265.51
1585,17-04-2025,P126,C1317,West,5,171.21
1586,07-09-2025,P130,C4087,South,6,411.22
1587,14-11-2024,P101,C4355,East,3,158.17
1588,24-08-2025,P110,C2053,South,4,185.67
1589,08-02-2025,P101,C0262,East,2,254.47
1590,08-09-2025,P109,C2522,North,6,203.9
1591,20-11-2024,P126,C4919,North,6,290.56
1592,23-04-2025,P121,C3757,East,10,467.67
1593,20-03-2025,P125,C1427,West,10,414.05
1594,09-08-2025,P101,C1329,East,3,216.02
1595,11-04-2025,P104,C1960,South,4,345.72
1596,31-12-2024,P140,C2769,East,6,131.58
1597,24-07-2025,P115,C0677,East,9,464.73
1598,15-10-2024,P109,C4304,West,4,70.74
1599,18-03-2025,P102,C1146,West,7,132.72
1600,05-06-2025,P145,C4916,North,8,121.07
1601,15-07-2025,P132,C2421,South,10,112.48
1602,28-05-2025,P109,C0217,East,2,233.27
1603,15-10-2024,P135,C1449,North,6,358.02
1604,21-01-2025,P138,C1443,West,7,321.86
1605,15-08-2025,P131,C0041,West,4,493.79
1606,29-09-2024,P123,C0271,South,2,427.55
1607,25-10-2024,P138,C1286,North,5,289.24
1608,20-12-2024,P123,C0063,South,3,70.29
1609,13-12-2024,P107,C4793,North,2,309.4
1610,16-12-2024,P142,C1995,South,6,328.55
1611,16-01-2025,P132,C4950,West,2,321.67
1612,25-03-2025,P101,C0477,North,3,368.93
1613,08-02-2025,P142,C2799,West,2,219.55
1614,12-12-2024,P112,C2790,West,5,365.01
1615,18-04-2025,P105,C4212,East,6,486.42
1616,26-08-2025,P120,C0021,West,10,498.88
1617,30-04-2025,P110,C1859,North,5,407.26
1618,21-11-2024,P123,C1780,South,4,87.28
1619,01-03-2025,P125,C3840,West,9,395.77
1620,25-06-2025,P119,C2716,West,5,248.49
1621,06-07-2025,P119,C2008,West,1,402.07
1622,17-11-2024,P108,C2423,East,4,354.96
1623,03-07-2025,P145,C0856,North,8,488.32
1624,21-04-2025,P128,C3447,West,6,76.29
1625,07-02-2025,P112,C3858,West,2,106.26
1626,17-12-2024,P137,C1312,North,6,264.56
1627,14-12-2024,P104,C3333,North,10,76.94
1628,26-01-2025,P109,C2015,North,2,225.86
1629,07-08-2025,P141,C4482,West,1,223.87
1630,14-11-2024,P131,C3503,South,6,160.73
1631,13-02-2025,P110,C1626,West,2,292.62
1632,13-06-2025,P138,C1273,North,3,220.35
1633,27-05-2025,P141,C4234,East,9,215.44
1634,06-11-2024,P115,C4080,North,2,178.73
1635,04-05-2025,P110,C4967,East,4,59.71
1636,06-12-2024,P102,C2006,West,6,397.81
1637,20-01-2025,P116,C4668,South,4,366.37
1638,28-11-2024,P105,C1698,South,5,246.81
1639,09-08-2025,P139,C4115,West,7,325.67
1640,10-02-2025,P109,C3922,East,2,270.9
1641,27-06-2025,P136,C1653,West,7,204.12
1642,15-02-2025,P105,C2793,South,9,112.76
1643,11-07-2025,P107,C0806,East,1,416.54
1644,02-03-2025,P123,C1341,West,7,181.78
1645,15-11-2024,P128,C3647,South,6,78.63
1646,14-07-2025,P110,C3997,South,5,192.17
1647,27-04-2025,P123,C1808,South,8,477.58
1648,10-11-2024,P124,C3214,East,7,326.12
1649,25-02-2025,P127,C2132,West,9,182.08
1650,11-07-2025,P128,C1309,South,5,416.37
1651,15-07-2025,P137,C2360,East,2,59.76
1652,23-12-2024,P127,C1132,East,1,481.36
1653,27-08-2025,P138,C1062,West,6,222.38
1654,03-12-2024,P122,C0900,South,1,439.87
1655,18-04-2025,P150,C1036,West,7,369.93
1656,16-04-2025,P112,C4893,South,6,365.97
1657,18-11-2024,P140,C3612,South,5,358.17
1658,28-11-2024,P118,C1135,North,3,308.99
1659,13-04-2025,P120,C3581,East,1,133.72
1660,28-08-2025,P113,C2398,West,8,297.55
1661,31-07-2025,P145,C0052,East,6,487.61
1662,05-02-2025,P147,C4647,West,3,218.11
1663,30-11-2024,P134,C2387,North,8,60.9
1664,19-09-2025,P115,C4340,South,2,181.67
1665,23-03-2025,P136,C1180,South,4,250.12
1666,09-04-2025,P147,C1279,North,10,364.42
1667,09-01-2025,P118,C2595,North,7,269.71
1668,18-01-2025,P150,C3648,North,7,138.71
1669,20-11-2024,P141,C1800,South,9,241.85
1670,09-01-2025,P101,C0925,North,3,447.48
1671,05-11-2024,P110,C0222,North,9,181.48
1672,13-11-2024,P118,C1037,West,5,397.96
1673,04-07-2025,P135,C1668,South,4,240.29
1674,10-09-2025,P129,C4721,West,1,476.15
1675,01-06-2025,P133,C1364,West,8,375.7
1676,31-08-2025,P141,C0703,South,7,53.93
1677,10-08-2025,P122,C2075,East,7,444.52
1678,29-01-2025,P139,C1091,North,9,493.42
1679,26-09-2024,P127,C2294,North,2,440.19
1680,04-02-2025,P110,C2143,East,2,458.64
1681,26-12-2024,P114,C3066,North,1,84.85
